Project_ID,Duration_Days,Skills_Required,Complexity,Client_Budget_Min,Avg_Past_Bids,Num_Bidders,Client_History,Freelancer_Exp_Years,Freelancer_Success_Rate,Urgency,Location,Client_Budget_Max,Final_Bid
3776,25,Mobile Dev,Low,2107,1175.9561811620285,43,New,5,0.89,Low,Other,2336,1627.15
3777,80,Writing,Low,3301,1478.1814833506253,30,New,14,0.98,Low,India,5687,3608.9
3778,30,Graphic Design,Medium,1151,2533.958504528307,36,Repeat,1,0.95,Low,India,2724,1241.38
3779,23,Graphic Design,Medium,728,2320.686548027266,29,Repeat,4,0.9,Normal,Europe,2648,1740.62
3780,64,Graphic Design,High,2473,4374.896674060508,13,Repeat,8,0.99,Low,USA,3513,5201.24
3781,75,Writing,Medium,4074,1666.1993069378393,45,Repeat,9,0.94,High,Other,4614,4141.66
3782,51,Writing,Low,1283,483.8719816012626,8,New,1,0.97,High,India,4092,2662.16
3783,75,Graphic Design,Low,4941,474.3371399905515,17,New,3,0.97,Low,India,5355,5165.2
3784,30,Data Science,High,1377,216.18155177388053,21,Repeat,6,0.86,Low,USA,4147,4279.87
3785,44,Web Dev,Medium,2051,372.45213825512513,30,New,5,0.89,High,India,4844,2968.29
3786,9,Writing,Medium,4021,5173.164947274363,36,Repeat,12,0.92,Low,Europe,6407,5393.57
3787,25,Data Science,High,3524,4228.871069011519,29,Repeat,1,0.99,Low,USA,4547,3982.89
3788,82,Writing,Low,1425,5976.1973205035465,8,New,2,0.86,Low,Europe,2244,1740.14
3789,8,Graphic Design,Low,1271,268.82945951198354,23,Repeat,2,0.88,Normal,Europe,1777,1224.6
3790,27,Data Science,Low,4416,5116.659073790618,15,Repeat,7,0.94,Low,Other,6187,5812.26
3791,88,Mobile Dev,Low,3869,4221.929526207525,37,New,6,0.95,High,USA,6004,4337.31
3792,19,Web Dev,High,1971,3896.003224137484,11,Repeat,13,0.87,Normal,India,2259,4468.93
3793,12,Web Dev,Medium,3731,2235.712934872226,3,Repeat,6,0.99,High,Europe,4414,6932.56
3794,45,Writing,Low,2410,2353.855376521375,23,New,1,0.88,High,Other,3790,2458.04
3795,23,Web Dev,Medium,2443,5096.53296448528,17,Repeat,13,0.88,Low,India,3321,4318.38
3796,50,Mobile Dev,Medium,3486,4323.8806878285495,36,Repeat,1,0.95,High,India,3593,3520.89
3797,32,Data Science,Low,3167,4071.3519950610194,48,Repeat,4,0.91,Low,India,5809,1941.02
3798,72,Data Science,Low,2439,329.2985714311972,41,Repeat,10,0.85,Normal,India,3101,2305.92
3799,19,Graphic Design,Low,783,1228.2698684864574,49,Repeat,6,0.99,Low,Other,2705,767.43
3800,41,Data Science,Medium,975,5781.353092386508,12,Repeat,11,0.86,Low,Other,1440,1856.45
3801,5,Writing,High,1154,2808.071811272598,44,New,6,0.87,Low,India,3501,2298.2
3802,71,Mobile Dev,Low,3853,4721.150396811792,44,Repeat,5,0.98,Low,USA,6472,3379.55
3803,28,Graphic Design,Medium,2702,2427.5525734011767,34,Repeat,4,0.89,Low,Other,4721,2831.3
3804,31,Writing,Medium,4114,4621.288831287557,35,Repeat,2,0.97,Normal,India,4961,3410.86
3805,44,Writing,Low,448,847.3935234172397,34,New,7,0.88,Low,Other,2677,1316.95
3806,67,Writing,High,4414,396.4489148196911,20,New,12,0.86,Normal,Other,5738,10235.84
3807,65,Web Dev,Low,1122,2877.1329433956184,21,Repeat,6,0.89,High,India,2921,1926.66
3808,40,Writing,Low,549,3611.130250838296,11,Repeat,7,0.96,Low,Europe,2951,1720.77
3809,28,Web Dev,High,603,2043.6560641426818,20,Repeat,14,0.95,High,USA,740,1324.97
3810,28,Data Science,Low,185,4338.627073681703,44,New,3,0.9,Normal,Other,1104,408.32
3811,8,Web Dev,Low,3422,3050.544945990612,13,New,1,0.95,Low,India,5337,3564.73
3812,71,Writing,High,622,5580.653558129139,11,New,1,0.95,Low,India,3000,2402.65
3813,38,Mobile Dev,Medium,3251,647.1945272593391,8,New,4,0.93,High,Europe,5026,5811.27
3814,61,Mobile Dev,Medium,3792,539.4249317463183,41,Repeat,4,0.99,High,Other,6759,3713.8
3815,53,Data Science,Medium,2608,5444.9628356448675,12,Repeat,7,0.97,High,USA,5106,5368.43
3816,57,Writing,Medium,729,4064.2767269233423,17,Repeat,13,0.97,Normal,USA,1184,1416.69
3817,27,Web Dev,Medium,117,4076.041985569498,34,New,7,0.91,Normal,Europe,1628,748.14
3818,73,Mobile Dev,Low,1368,311.1980503424818,39,New,4,0.95,Low,USA,3187,1123.83
3819,57,Graphic Design,High,1276,5635.400069108299,18,New,7,0.88,High,USA,2633,3831.64
3820,66,Writing,Medium,1732,4665.176577193226,46,Repeat,8,0.89,Normal,India,4364,2331.34
3821,45,Writing,High,4695,4621.241684167131,26,New,9,0.93,Normal,Europe,7587,9730.06
3822,61,Graphic Design,Medium,4653,5484.788401880205,43,Repeat,6,0.97,Normal,Other,5271,4607.78
3823,64,Mobile Dev,Low,3869,3532.196021628299,32,New,4,0.9,High,Europe,4791,3462.27
3824,58,Graphic Design,Medium,3713,2458.7983847982664,43,New,10,0.92,Normal,USA,4962,4057.36
3825,74,Data Science,Medium,214,2961.973136225178,2,Repeat,2,0.99,Normal,India,1784,1265.72
3826,61,Web Dev,High,852,4696.858114405362,40,New,9,0.89,High,Other,1340,1490.15
3827,14,Web Dev,High,4964,4647.070397706033,21,Repeat,12,0.94,Normal,USA,7498,11250.53
3828,44,Mobile Dev,Low,2500,3716.0817353522525,10,New,7,0.87,High,India,2843,3637.01
3829,11,Graphic Design,High,1970,1425.7701057645443,44,New,6,0.91,High,USA,3925,2846.24
3830,42,Writing,High,2688,4940.471934380155,3,Repeat,4,0.9,Normal,USA,4295,6695.54
3831,89,Writing,High,421,3936.36317402965,2,New,4,0.85,High,Europe,2452,2826.22
3832,65,Writing,Low,4421,1444.3828222352188,45,New,2,0.94,Low,USA,6022,2776.99
3833,88,Data Science,Low,3927,2961.770031080422,40,Repeat,1,0.9,High,Other,5211,3037.39
3834,7,Data Science,Low,4556,5983.657034874969,6,New,5,0.89,Low,USA,5810,6121.83
3835,55,Writing,High,933,2071.0220586203204,13,Repeat,6,0.98,Low,Europe,3234,2744.59
3836,51,Mobile Dev,High,4307,831.8795964094777,15,Repeat,10,0.88,High,India,4700,9796.28
3837,72,Data Science,Low,311,276.75439052738267,40,Repeat,9,0.91,Low,USA,1678,836.01
3838,80,Data Science,High,1356,1230.0992893885132,33,New,1,0.99,Low,USA,1688,1605.13
3839,42,Web Dev,High,258,1243.7528904727205,41,Repeat,5,0.86,Normal,Europe,2951,1807.87
3840,40,Web Dev,Medium,2719,5169.700402467946,47,New,11,0.99,High,India,5061,3896.06
3841,45,Mobile Dev,Low,1447,1063.5052828054118,45,Repeat,13,0.91,High,USA,3160,2317.34
3842,73,Data Science,Low,3264,5196.508009988818,10,Repeat,5,0.97,Low,USA,5648,4677.7
3843,17,Data Science,High,3312,657.2915743923667,43,New,9,0.9,High,Other,6052,6389.89
3844,62,Graphic Design,High,1010,5453.869154126207,43,Repeat,11,0.91,High,Europe,2724,2510.93
3845,54,Mobile Dev,Medium,2551,1649.667986239824,34,Repeat,11,0.92,Normal,India,4481,3933.52
3846,34,Mobile Dev,Low,3903,3727.263662642688,26,Repeat,4,0.99,Normal,USA,6670,4238.81
3847,66,Graphic Design,Low,503,1084.40403095605,39,New,13,0.93,High,Europe,2488,1443.08
3848,29,Graphic Design,High,1941,2431.8254452905976,15,Repeat,13,0.88,Normal,Europe,3241,5480.3
3849,31,Web Dev,Low,2748,651.7416573981793,10,New,3,0.94,High,Europe,3674,3517.63
3850,55,Mobile Dev,High,1790,3540.239994902528,28,New,3,0.98,Normal,India,4244,4110.12
3851,82,Mobile Dev,Medium,3585,2173.3832961898997,45,New,6,0.88,Low,Europe,4651,2821.49
3852,61,Graphic Design,High,1356,5135.077989131135,20,New,11,0.9,Normal,USA,1695,2695.62
3853,51,Writing,Medium,4388,1213.6263980504823,26,New,1,0.94,Low,USA,5802,4696.7
3854,43,Writing,High,3284,1787.9301768646737,33,Repeat,1,1.0,Normal,India,5610,4119.0
3855,20,Web Dev,Medium,1742,1186.939862657167,23,Repeat,1,0.92,High,USA,4432,2743.45
3856,26,Writing,Medium,3452,3448.3632643807764,30,Repeat,7,0.94,High,India,4051,4736.36
3857,89,Writing,Low,622,803.7210250105499,29,New,14,0.87,Low,USA,1529,912.0
3858,58,Writing,High,4545,1257.7384807760009,45,Repeat,5,0.96,Low,Europe,6089,5176.58
3859,25,Data Science,Low,2044,4119.166169135769,14,Repeat,14,0.88,High,USA,4333,3870.76
3860,76,Web Dev,Low,3671,585.32498023525,29,Repeat,14,0.9,Normal,Europe,5236,4981.14
3861,20,Graphic Design,High,1660,4497.507481752706,4,New,11,0.96,Low,India,3419,5644.75
3862,63,Writing,Low,4847,760.3509111438199,31,Repeat,9,0.96,High,Other,5191,5190.3
3863,35,Data Science,Low,4830,3575.1092435652545,12,Repeat,12,0.9,Normal,Europe,4941,6339.42
3864,46,Writing,Low,3694,5987.185315160248,3,New,11,0.98,High,Europe,6202,7513.28
3865,78,Data Science,High,692,1167.2735047156534,10,Repeat,14,0.97,High,Other,2139,4027.19
3866,36,Web Dev,Low,3993,1677.3549641979391,34,Repeat,3,0.94,Normal,Other,5725,3136.94
3867,63,Writing,Low,2768,5405.795925835959,27,New,6,0.88,Normal,USA,4459,3604.17
3868,38,Data Science,Low,4002,3813.7762268499905,17,New,7,0.99,Normal,India,5130,4846.4
3869,13,Mobile Dev,High,855,3031.308098005218,26,New,3,0.93,Normal,USA,3395,2681.45
3870,85,Mobile Dev,Medium,1399,3441.8248190297127,2,New,9,0.91,High,India,3649,5077.19
3871,15,Data Science,Medium,596,1878.6477661341846,22,Repeat,2,0.99,High,Other,1033,826.06
3872,14,Writing,Medium,4968,5153.6324244186935,21,New,12,1.0,High,Europe,6059,9259.87
3873,21,Writing,Medium,2521,4509.823796446143,6,Repeat,12,0.96,Normal,India,4635,5401.29
3874,72,Web Dev,Low,1698,3908.4286291534054,18,New,7,0.97,High,India,2599,2917.85
3875,52,Web Dev,High,4379,5600.694199628738,41,New,10,0.89,High,India,6138,7647.67
3876,56,Graphic Design,Low,4227,3531.9485341746513,39,New,4,0.89,Normal,Other,5133,3312.86
3877,29,Web Dev,High,4478,3144.481084990103,2,Repeat,9,0.94,Normal,Other,4965,11573.83
3878,25,Writing,Low,3690,5857.806403653947,14,Repeat,7,1.0,Low,USA,4822,4747.0
3879,69,Graphic Design,Medium,4881,1355.1825626083619,19,Repeat,8,0.96,Normal,Europe,5692,6649.85
3880,67,Web Dev,Medium,561,980.513813206572,5,Repeat,11,0.96,High,Europe,2586,3716.92
3881,55,Data Science,High,467,1099.3547867726334,48,New,10,0.89,Normal,USA,2556,1497.84
3882,40,Mobile Dev,Low,2805,5938.235746894747,15,New,3,0.91,Low,India,2952,2328.01
3883,85,Web Dev,Medium,3423,3965.6686711515117,49,New,6,0.9,Low,Other,4967,3011.63
3884,70,Web Dev,High,265,1939.648859006852,6,Repeat,4,0.9,High,Europe,2873,2689.34
3885,19,Data Science,Low,3786,1606.5201554437301,34,Repeat,13,0.96,Normal,Europe,4547,4222.44
3886,43,Writing,High,4182,481.3357520304303,27,New,4,0.86,Normal,Europe,6507,6094.48
3887,74,Data Science,Low,3147,921.8918729184445,5,New,12,0.87,Low,India,5057,5372.74
3888,5,Web Dev,Low,1828,5462.809600820202,31,Repeat,2,0.91,Normal,USA,2723,1431.37
3889,27,Writing,Low,4797,4521.9452052096,18,Repeat,11,0.9,High,USA,6807,6925.2
3890,43,Graphic Design,High,3769,5658.124446848381,29,New,10,0.99,High,Europe,5521,8847.28
3891,61,Web Dev,High,3274,2628.825978262971,7,New,9,0.88,Normal,India,4845,8275.04
3892,85,Data Science,Low,2273,3667.2378894580797,28,New,11,0.89,Normal,Other,3070,2495.67
3893,38,Graphic Design,Medium,137,2979.4768651440945,37,Repeat,1,0.88,High,Europe,599,305.35
3894,45,Mobile Dev,Low,4543,5306.104569453747,8,Repeat,1,0.98,Normal,USA,6798,5724.6
3895,77,Graphic Design,High,2121,5949.584039960957,2,New,7,0.88,Low,India,4121,5632.19
3896,17,Data Science,Low,833,5606.734964754662,11,New,10,0.9,Low,USA,2398,1730.66
3897,74,Graphic Design,High,4621,3648.6267095283265,14,New,7,0.95,Normal,Europe,6672,9025.5
3898,10,Data Science,Low,747,511.54156655109676,42,Repeat,4,0.86,Low,Other,2969,1109.06
3899,88,Web Dev,Low,3402,3762.5306861795575,33,Repeat,14,0.97,High,USA,5971,5022.49
3900,56,Writing,Medium,419,717.727415957028,15,New,8,0.96,Normal,India,2200,1774.51
3901,7,Mobile Dev,Medium,4707,962.1056207688403,34,New,5,0.89,Low,Other,6326,5002.21
3902,85,Writing,High,2653,1269.36648440644,31,New,6,0.91,High,India,3291,4709.33
3903,67,Writing,Low,3278,2276.4365131703285,10,Repeat,12,0.94,Normal,India,4503,5065.4
3904,53,Writing,High,1822,3611.9509293553983,7,Repeat,4,0.99,Normal,USA,1963,2764.23
3905,80,Data Science,Low,1856,2101.288993916368,11,Repeat,3,0.94,Normal,India,4364,3001.82
3906,51,Data Science,Low,3778,2795.7625779157906,12,Repeat,2,0.89,Normal,USA,6324,4595.25
3907,59,Mobile Dev,Low,3878,426.6408435468654,40,New,8,0.92,Low,India,5846,3241.2
3908,68,Data Science,Medium,2615,3775.583134237869,21,New,11,0.92,Normal,USA,3326,4296.58
3909,69,Data Science,High,3947,3993.635828209761,26,Repeat,5,0.93,Normal,USA,6683,8045.7
3910,85,Data Science,Low,1037,731.4323660921962,13,Repeat,10,0.93,Low,Other,3575,2948.48
3911,71,Data Science,Low,864,4742.935362560208,23,Repeat,6,0.9,Low,USA,2432,1204.05
3912,19,Web Dev,High,752,3937.6384123226144,13,New,14,0.98,High,India,3392,5511.91
3913,36,Mobile Dev,High,4180,3014.9171612959753,15,Repeat,6,0.9,Low,USA,5708,7299.29
3914,72,Data Science,Low,3702,3384.2302639620443,43,New,4,0.93,Normal,Other,5770,2751.25
3915,22,Mobile Dev,Medium,2229,3092.8175471338545,49,New,9,0.89,Low,India,3253,1535.46
3916,87,Graphic Design,Medium,4676,464.688720807244,37,New,7,0.92,Normal,Other,7418,6006.64
3917,47,Web Dev,Low,4064,4450.624346445669,15,Repeat,12,0.95,Low,Europe,4254,5203.49
3918,39,Data Science,Medium,4711,3144.0922257511397,3,Repeat,12,0.96,High,India,6074,10070.09
3919,82,Web Dev,High,286,1161.0195429572054,3,Repeat,10,0.97,High,Europe,2562,3030.15
3920,62,Web Dev,Medium,245,4132.275494418777,44,Repeat,12,0.96,High,India,947,653.99
3921,37,Graphic Design,High,4347,4216.133795463022,44,New,13,0.92,High,Europe,5612,7915.18
3922,18,Mobile Dev,High,1486,1398.948496065211,7,New,8,0.86,High,USA,2696,4951.94
3923,38,Web Dev,High,4288,4809.496175437993,26,Repeat,7,0.93,Low,Europe,5714,6086.71
3924,65,Writing,High,2687,2820.552646403937,4,New,4,0.86,Normal,Other,5534,6324.88
3925,8,Graphic Design,Medium,2796,1206.5662331662866,24,New,9,0.99,Low,Other,4515,3906.84
3926,63,Writing,High,4112,3997.077019381278,10,Repeat,2,0.91,High,Europe,4375,6696.09
3927,33,Graphic Design,Low,4797,3640.8527425259326,32,Repeat,14,0.93,High,USA,5333,5778.1
3928,87,Writing,High,148,1146.8770060672114,29,New,5,0.87,Normal,Europe,2491,1520.99
3929,10,Writing,Low,3429,5253.241063699357,26,Repeat,14,1.0,High,India,4891,6215.76
3930,53,Web Dev,High,3689,5149.025846332276,36,New,2,0.92,Low,India,5774,3652.08
3931,44,Web Dev,High,2688,5042.03083895785,2,Repeat,8,0.89,High,Europe,2925,5510.52
3932,87,Graphic Design,Medium,3581,2485.482974934142,3,New,9,0.88,High,Europe,5521,8004.36
3933,69,Mobile Dev,High,874,4974.04323232459,16,Repeat,3,0.95,Normal,India,1080,1407.78
3934,73,Web Dev,High,4741,5092.052554031017,44,New,5,0.92,High,India,6559,7016.0
3935,31,Web Dev,Medium,1360,5979.7605918569625,41,Repeat,9,0.9,Low,Europe,3550,2157.41
3936,84,Data Science,Medium,749,5751.987016315844,17,Repeat,6,0.85,High,USA,2971,2668.42
3937,10,Web Dev,Low,3539,2389.6569099705703,24,Repeat,3,0.86,Low,USA,5737,2804.66
3938,17,Mobile Dev,Medium,3148,1309.4948615085673,36,New,6,0.95,High,India,4933,3876.71
3939,68,Data Science,Low,2123,1860.9049982097981,9,Repeat,9,0.92,Low,Other,2903,2610.0
3940,66,Writing,High,1180,3044.470175995472,8,Repeat,11,0.98,High,USA,3380,5739.38
3941,23,Writing,Low,4370,4861.927158064106,22,New,11,0.96,Normal,Europe,6447,6127.86
3942,80,Data Science,Medium,2174,4379.456725997656,36,Repeat,10,0.94,Low,India,4979,3583.97
3943,84,Data Science,High,4342,4758.119639046463,40,New,7,0.93,High,USA,6795,7271.86
3944,47,Data Science,Low,2412,2372.569281983322,38,New,4,0.96,Low,USA,4517,2121.1
3945,78,Graphic Design,Low,3574,1594.392169055275,34,New,4,0.96,High,USA,6296,4083.56
3946,24,Mobile Dev,Low,2405,291.1585912529896,38,New,1,0.9,Normal,Other,3643,1772.37
3947,72,Mobile Dev,High,3360,3813.174189161146,36,New,3,0.87,Normal,India,6226,4650.82
3948,48,Writing,Low,2974,4800.970754623784,19,New,12,0.97,Normal,Europe,4745,4225.17
3949,27,Writing,Low,4938,5351.471890426983,20,Repeat,9,0.88,Low,Europe,7680,6293.96
3950,6,Writing,Medium,4905,2935.991617605633,11,New,1,0.97,Normal,India,7633,5874.91
3951,26,Web Dev,Low,3410,5576.72780251244,5,Repeat,13,0.94,Low,Other,6397,6975.98
3952,61,Writing,High,1450,1334.1105605492978,31,New,2,0.9,Low,USA,3710,2436.51
3953,76,Data Science,Medium,1193,3159.1120203955056,46,Repeat,2,0.98,Normal,Other,2331,951.79
3954,11,Writing,High,3876,1400.5413074884125,34,New,8,0.95,Low,Europe,5910,5871.61
3955,82,Data Science,Medium,3196,1250.2417486279069,5,New,6,0.93,Low,USA,4680,5487.21
3956,60,Graphic Design,Medium,1954,5727.320572213758,10,Repeat,7,0.9,Low,Europe,3852,3940.0
3957,71,Web Dev,Low,2366,4933.783029071072,18,Repeat,11,1.0,Low,Europe,2678,2469.28
3958,20,Web Dev,High,660,219.02939418139766,44,New,4,0.98,Normal,Europe,2917,1559.89
3959,87,Mobile Dev,Low,4792,1720.8010215599732,40,New,11,0.87,Low,Other,5301,4308.84
3960,55,Graphic Design,Medium,4645,1350.0412186642789,25,Repeat,4,0.97,Normal,USA,6626,5761.57
3961,86,Data Science,Low,2483,1010.7349538458665,40,Repeat,4,0.87,Normal,USA,4756,2218.99
3962,84,Graphic Design,Medium,1925,4229.862711783158,14,New,12,0.89,Low,Other,3396,3403.53
3963,76,Web Dev,Medium,1783,3466.0013133124803,27,New,6,0.99,Low,USA,4451,3238.34
3964,16,Data Science,High,1298,2805.5172388881474,20,Repeat,12,0.98,Normal,USA,1551,2127.84
3965,57,Graphic Design,High,1109,1258.5577918729132,18,New,12,0.94,Normal,USA,3115,3003.92
3966,79,Web Dev,High,1871,1774.065629247691,31,New,13,0.95,Normal,Other,3511,4818.91
3967,9,Data Science,High,1807,2233.1911367938683,27,Repeat,13,0.86,Low,India,4576,4937.67
3968,31,Data Science,Low,4635,4745.07371211898,14,Repeat,4,0.9,Low,Europe,7568,5332.16
3969,16,Web Dev,High,2372,5936.758186405381,19,New,14,0.9,High,Europe,2878,5945.72
3970,21,Data Science,High,2712,1226.2657698561782,22,New,1,0.85,Low,Other,4055,3955.92
3971,10,Web Dev,High,4441,2147.907613025825,35,Repeat,1,0.96,Low,India,7073,4928.53
3972,9,Writing,Medium,1642,1789.1790472859825,48,Repeat,8,0.9,Normal,Europe,3474,2071.13
3973,61,Writing,Medium,1337,407.79425836481226,10,Repeat,2,0.94,Low,India,3289,2420.95
3974,32,Data Science,High,3075,1432.430313067734,31,Repeat,12,0.85,High,India,3265,5543.3
3975,82,Data Science,Medium,1824,5424.441568801118,30,Repeat,9,0.85,Normal,Other,2391,2026.57
3976,73,Web Dev,Medium,2363,5080.720346403518,30,New,10,0.88,High,India,3714,4127.92
3977,63,Data Science,Low,382,1130.4442934213243,47,Repeat,8,0.96,Low,Europe,1478,618.81
3978,37,Mobile Dev,Medium,2720,2292.0536238052987,20,Repeat,1,0.94,High,India,4945,4093.57
3979,66,Writing,Low,3386,1968.1978733409703,9,Repeat,10,0.88,Low,Europe,4684,4466.58
3980,54,Data Science,Medium,271,1014.2837271168153,45,New,11,0.93,Normal,USA,1848,1033.12
3981,23,Data Science,High,3556,3789.9180263812905,18,New,8,0.94,High,Other,4450,7831.3
3982,73,Graphic Design,Medium,1982,3410.191898136927,13,Repeat,9,0.99,Low,USA,4138,4338.08
3983,70,Data Science,Medium,2375,2647.8992965194743,16,New,4,0.96,Normal,India,3701,3857.55
3984,51,Mobile Dev,Low,2721,5154.665219433091,6,Repeat,7,0.87,Normal,India,3130,3471.9
3985,43,Writing,High,700,3775.311339075509,35,Repeat,4,0.89,Normal,Other,2468,1804.77
3986,72,Graphic Design,Low,3890,1666.7510430193279,4,Repeat,13,0.91,Low,USA,4192,5088.47
3987,37,Web Dev,High,2123,2336.1727126192322,6,New,3,0.87,Normal,USA,4785,4514.37
3988,17,Web Dev,High,566,1028.4168692313287,35,New,11,0.93,Low,USA,2035,1898.2
3989,88,Writing,Low,4050,3609.5336476944585,10,New,1,0.99,High,Other,5059,4946.19
3990,58,Web Dev,Medium,3989,3581.7801646280936,25,Repeat,2,0.9,Low,India,5104,4380.03
3991,11,Mobile Dev,High,4492,5240.574562938547,6,New,7,1.0,Low,USA,6338,8606.86
3992,83,Data Science,Medium,2692,5156.5277010957725,28,Repeat,6,0.89,Low,India,4248,3247.62
3993,18,Writing,Low,1119,5046.110895740694,21,New,13,0.92,High,India,2608,2206.16
3994,23,Graphic Design,Low,1647,3361.371070253952,48,Repeat,8,0.9,Low,India,4266,1532.39
3995,58,Data Science,Low,4856,3964.3158929310434,46,Repeat,11,0.9,High,Other,6825,4933.58
3996,24,Web Dev,Low,4849,4686.9203722144275,42,New,3,0.91,High,Europe,5086,3862.42
3997,33,Web Dev,High,4997,686.3562610907619,3,Repeat,6,0.85,High,Other,6623,11480.34
3998,28,Graphic Design,Low,4536,1908.4976867904568,24,New,12,0.93,High,India,7064,8536.83
3999,86,Mobile Dev,Medium,803,1139.17616549508,35,Repeat,6,0.96,Normal,Other,1805,1235.65
4000,67,Graphic Design,Medium,952,3142.086011924719,30,Repeat,12,0.98,High,USA,2878,2563.55
4001,78,Writing,High,405,5050.3575463007555,44,New,2,0.9,Normal,USA,3253,1584.39
4002,61,Graphic Design,Low,3678,1499.6650224510838,36,Repeat,1,0.93,High,Other,4640,3172.03
4003,12,Web Dev,High,2033,4425.785680748756,31,Repeat,2,0.98,High,India,2878,3297.36
4004,66,Mobile Dev,High,1887,2524.0703788609576,4,Repeat,9,0.97,Normal,Europe,4711,6889.85
4005,33,Mobile Dev,High,3887,5432.988167098473,11,Repeat,13,0.92,Normal,Europe,5487,8055.59
4006,78,Graphic Design,Low,973,3816.718813952584,35,New,6,0.87,Low,India,1654,928.68
4007,21,Writing,Medium,1681,5862.835082734631,2,New,3,0.93,Normal,Europe,4348,3817.15
4008,70,Web Dev,Medium,4057,1587.1681880075191,7,New,10,1.0,Normal,India,6421,8227.94
4009,10,Data Science,High,4690,5555.156512696954,7,Repeat,7,0.96,Normal,Other,5882,9507.9
4010,62,Mobile Dev,High,3432,2238.776223191118,44,New,1,0.98,Low,USA,4885,3335.81
4011,73,Graphic Design,Medium,1785,3788.5096544572175,17,New,14,0.88,Low,Other,2163,2840.5
4012,32,Writing,Medium,1705,1170.8730486663558,2,Repeat,13,0.99,High,Europe,4237,5447.14
4013,66,Writing,Low,995,4594.742952812122,6,Repeat,8,0.85,High,India,3040,2633.82
4014,45,Web Dev,High,3363,5872.765039114405,26,New,10,0.98,Low,Europe,4057,5273.56
4015,73,Mobile Dev,Low,3524,4756.4427808939,28,New,7,0.89,Normal,Europe,5091,3730.49
4016,86,Web Dev,Medium,3953,3752.4109435875844,43,Repeat,3,0.94,Low,Europe,4932,3502.51
4017,88,Data Science,Medium,2446,2772.051756166459,39,Repeat,13,0.89,Low,Other,3619,3129.97
4018,45,Data Science,Medium,3631,2169.6324006695104,44,Repeat,4,0.87,Low,Other,5835,3053.04
4019,53,Data Science,Medium,2574,2601.22380663332,27,Repeat,11,0.89,Low,USA,4147,4580.8
4020,53,Writing,Low,1961,2070.486629675264,17,New,7,0.92,Low,Other,2507,1784.32
4021,80,Mobile Dev,Medium,2863,5021.352721979009,46,New,4,0.99,High,USA,3294,2203.16
4022,75,Web Dev,High,4952,5374.700070880864,45,Repeat,5,0.91,Normal,Europe,7335,6287.35
4023,7,Web Dev,Medium,130,5705.497461401971,27,Repeat,13,0.86,High,USA,2312,1478.21
4024,14,Data Science,High,4107,2597.419583160924,46,New,12,0.85,High,USA,5454,6125.43
4025,39,Mobile Dev,Medium,3555,3345.38234009529,38,New,1,0.88,Low,Other,5479,2959.08
4026,84,Mobile Dev,Low,342,3524.83821309856,29,New,14,0.86,High,Other,2158,1460.14
4027,6,Graphic Design,High,4881,3958.865837663281,29,New,5,0.91,Normal,Europe,7798,7204.17
4028,28,Mobile Dev,Low,1598,164.36959421745684,31,Repeat,10,0.91,Normal,Other,3241,2278.87
4029,78,Mobile Dev,Medium,4768,5079.734577886961,14,New,14,1.0,Normal,Other,7193,9672.55
4030,42,Web Dev,Low,3522,1718.6228260899152,26,Repeat,10,0.9,Low,Other,5359,3952.28
4031,26,Mobile Dev,Medium,4103,2912.1598021657537,46,Repeat,13,0.94,High,Europe,5811,4853.3
4032,30,Mobile Dev,Low,1759,5073.174303714326,20,New,14,0.97,Low,Other,2749,2548.15
4033,47,Web Dev,Low,3328,5981.608459661536,14,Repeat,12,0.93,High,Europe,5209,5782.85
4034,59,Mobile Dev,High,698,4800.0685029952865,12,Repeat,4,0.95,High,India,3300,3484.1
4035,43,Web Dev,Medium,2295,295.2744381229627,49,Repeat,3,1.0,Normal,USA,2626,1508.04
4036,33,Graphic Design,Low,169,2307.2118990683,24,Repeat,12,0.9,High,India,649,499.93
4037,24,Writing,Medium,1493,1596.1822213780786,15,New,9,0.86,Normal,India,3849,3913.21
4038,45,Web Dev,High,3759,5790.17063749682,11,New,1,0.91,Low,India,4797,6052.34
4039,58,Web Dev,Low,1749,1695.739161394159,35,New,10,0.93,High,USA,4079,3012.54
4040,24,Mobile Dev,Medium,2381,5668.598613485742,41,Repeat,5,0.94,High,Other,3263,2282.91
4041,23,Web Dev,Low,3782,5634.477453986118,24,Repeat,10,0.96,Normal,Europe,5232,4041.0
4042,88,Data Science,Low,2783,5060.550330613067,41,New,13,0.98,High,Other,3717,3632.25
4043,70,Data Science,Low,4662,723.719835184708,22,Repeat,2,0.93,Normal,USA,6580,4437.25
4044,34,Graphic Design,Low,4752,161.67208383793462,21,New,5,0.87,Low,Europe,6993,4832.75
4045,57,Web Dev,High,1410,4794.216042650224,33,New,5,0.91,High,India,2453,2857.29
4046,38,Mobile Dev,High,4813,5083.299486908905,15,Repeat,10,0.87,Low,India,6893,12123.42
4047,26,Mobile Dev,Medium,4329,5778.762905404942,25,New,11,0.88,Low,India,5980,5943.07
4048,71,Writing,Medium,4203,1427.538276998758,47,Repeat,1,0.85,Normal,Other,4956,3007.71
4049,10,Graphic Design,Low,2175,4438.906837356856,19,New,4,0.99,Normal,Other,4246,3023.21
4050,83,Mobile Dev,Low,882,3186.526841972487,48,Repeat,7,0.96,High,India,3627,1415.32
